id,PositionFormattedDescription,DepartmentName,PositionURI,PositionTitle,JobCategory,OrganizationName,JobGrade,PositionStartDate,ApplicationCloseDate,PositionLocationDisplay,ApplyURI,QualificationSummary,PositionOfferingType,PositionSchedule,PublicationStartDate,PositionID,PositionEndDate
836,Dynamic Teaser,Department of the Interior,https://www.usajobs.gov:443/GetJob/ViewDetails/759317200,Physical Scientist,General Physical Science,Bureau of Safety and Environmental Enforcement,GS,2023-11-07T00:00:00.0000,2023-12-04T23:59:59.9970,"Jefferson, Louisiana",https://www.usajobs.gov:443/GetJob/ViewDetails/759317200?PostingChannelID=,"Minimum Qualification Requirements: To qualify for this position you must meet the Basic Requirement AND Specialized Experience for the series/grade to which you are applying. Basic Requirement: Degree: physical science, engineering, or mathematics that included 24 semester hours in physical science and/or related engineering science such as mechanics, dynamics, properties of materials, and electronics. OR Combination of education and experience: Education equivalent to one of the majors shown in A above that included at least 24 semester hours in physical science and/or related engineering science, plus appropriate experience or additional education. AND Specialized Experience: To qualify for the GS-09, you must possess at least one full year of specialized experience equivalent to at least the GS-07 grade level in the Federal service, or comparable experience not gained through Federal service. Specialized experience is experience that equipped the applicant with the particular knowledge, skills, and abilities to perform successfully the duties of the position, and that is typically in or related to the work of the position to be filled. Specialized experience is defined as demonstrated experience: 1) Performing a variety of duties such as observations, computations, compilations and analyses in order to assist higher-level scientists in carrying out physical science assignments. 2) Applying basic physical science principles and standard operating procedures; AND 3) Preparing technical reports with recommendations. Must meet all. OR Education: 2 years of progressively higher-level graduate education leading to a master's degree or master's or equivalent graduate degree if it provides the knowledge, skills, and abilities necessary to do the work. OR Combination of Graduate Education and Professional Experience: Combination of successfully completed graduate level education and qualifying experience required for the grade level that totals 100% of the requirement. Note: Transcripts must be provided in order to verify appropriate course work. Physical Requirements: Field work involves conducting equipment inspections, unannounced exercises, auditing operator-led training and exercises, sometimes offshore on vessels. This requires regular and recurring physical exertion related to frequent inspections and surveys. This physical exertion includes considerable standing, walking, climbing, bending, crouching, stretching, reaching or similar movements. All field activities require some form of agility and dexterity. Offshore deployments may involve extended travel on vessels over water, and vessel-to-vessel transfers, and the infrequent need to climb into/out of emergency evacuation devices. Spill response equipment inspections may involve overhead operations, movement of heavy machinery, and other activities that require the incumbent to look in all directions and be continuously and clearly aware of surroundings. The incumbent may also be required to deploy to command posts during oil spill incidents and may require travel away from the duty station for long periods in excess of a week. Incident deployments are typically located in office environments and may require working more than 12 hours a day. This position may be subject to medical evaluations and monitoring to ensure safety in the performance of duties. The agency is in the process of developing the applicable policies.Incumbent is required to successfully complete assigned role-based training, such as water survival and hands-on oil spill response field operations on a regular and recurring basis as described in Bureau policy. Work Environment: Work is primarily performed in an office setting with occasional trips to offshore locations, storage yards, and incident command posts. Travel by auto, plane, helicopter or boat is required. The in-office work environment involves normal everyday risks or discomforts typical of an office setting. Field work exposes the incumbent to adverse conditions such as weather, temperature extremes, and higher accident potential when offshore or in outdoor equipment yards and warehouse environments. The incumbent will typically spend 30-40 days per year conducting field work. Some work conditions may expose the incumbent to high noise levels, marine and other wildlife. The employee wears hardhats, safety glasses, safety-toe shoes, hearing protection, selected uniforms for the environment and takes on other various safety precautions. Additional information on the qualification requirements is outlined in the OPM Qualification Standards Handbook of General Schedule Positions and is available at OPM's website: https://www.opm.gov/qualifications/standards/indexes/num-ndx.asp All qualification requirements must be met by the closing date of this announcement. Merit Promotion candidates must also meet Time-in-Grade requirements by the closing date of the announcement.",,,2023-11-07T00:00:00.0000,BSEE-EEGG-24-JB-027(MP),2023-12-04T23:59:59.9970
837,Dynamic Teaser,Department of the Interior,https://www.usajobs.gov:443/GetJob/ViewDetails/759317500,Physical Scientist,General Physical Science,Bureau of Safety and Environmental Enforcement,GS,2023-11-07T00:00:00.0000,2023-12-04T23:59:59.9970,"Jefferson, Louisiana",https://www.usajobs.gov:443/GetJob/ViewDetails/759317500?PostingChannelID=,"Minimum Qualification Requirements: To qualify for this position you must meet the Basic Requirement AND Specialized Experience for the series/grade to which you are applying. Basic Requirement: Degree: physical science, engineering, or mathematics that included 24 semester hours in physical science and/or related engineering science such as mechanics, dynamics, properties of materials, and electronics. OR Combination of education and experience: Education equivalent to one of the majors shown in A above that included at least 24 semester hours in physical science and/or related engineering science, plus appropriate experience or additional education. AND Specialized Experience: To qualify for the GS-09, you must possess at least one full year of specialized experience equivalent to at least the GS-07 grade level in the Federal service, or comparable experience not gained through Federal service. Specialized experience is experience that equipped the applicant with the particular knowledge, skills, and abilities to perform successfully the duties of the position, and that is typically in or related to the work of the position to be filled. Specialized experience is defined as demonstrated experience: 1) Performing a variety of duties such as observations, computations, compilations and analyses in order to assist higher-level scientists in carrying out physical science assignments. 2) Applying basic physical science principles and standard operating procedures; AND 3) Preparing technical reports with recommendations. Must meet all. OR Education: 2 years of progressively higher-level graduate education leading to a master's degree or master's or equivalent graduate degree if it provides the knowledge, skills, and abilities necessary to do the work. OR Combination of Graduate Education and Professional Experience: Combination of successfully completed graduate level education and qualifying experience required for the grade level that totals 100% of the requirement. Note: Transcripts must be provided in order to verify appropriate course work. Physical Requirements: Field work involves conducting equipment inspections, unannounced exercises, auditing operator-led training and exercises, sometimes offshore on vessels. This requires regular and recurring physical exertion related to frequent inspections and surveys. This physical exertion includes considerable standing, walking, climbing, bending, crouching, stretching, reaching or similar movements. All field activities require some form of agility and dexterity. Offshore deployments may involve extended travel on vessels over water, and vessel-to-vessel transfers, and the infrequent need to climb into/out of emergency evacuation devices. Spill response equipment inspections may involve overhead operations, movement of heavy machinery, and other activities that require the incumbent to look in all directions and be continuously and clearly aware of surroundings. The incumbent may also be required to deploy to command posts during oil spill incidents and may require travel away from the duty station for long periods in excess of a week. Incident deployments are typically located in office environments and may require working more than 12 hours a day. This position may be subject to medical evaluations and monitoring to ensure safety in the performance of duties. The agency is in the process of developing the applicable policies. Incumbent is required to successfully complete assigned role-based training, such as water survival and hands-on oil spill response field operations on a regular and recurring basis as described in Bureau policy. Work Environment: Work is primarily performed in an office setting with occasional trips to offshore locations, storage yards, and incident command posts. Travel by auto, plane, helicopter or boat is required. The in-office work environment involves normal everyday risks or discomforts typical of an office setting. Field work exposes the incumbent to adverse conditions such as weather, temperature extremes, and higher accident potential when offshore or in outdoor equipment yards and warehouse environments. The incumbent will typically spend 30-40 days per year conducting field work. Some work conditions may expose the incumbent to high noise levels, marine and other wildlife. The employee wears hardhats, safety glasses, safety-toe shoes, hearing protection, selected uniforms for the environment and takes on other various safety precautions. Additional information on the qualification requirements is outlined in the OPM Qualification Standards Handbook of General Schedule Positions and is available at OPM's website: https://www.opm.gov/qualifications/standards/indexes/num-ndx.asp All qualification requirements must be met by the closing date of this announcement.",,,2023-11-07T00:00:00.0000,BSEE-EEGG-24-JB-026(DEU),2023-12-04T23:59:59.9970
838,Dynamic Teaser,Department of the Air Force,https://www.usajobs.gov:443/GetJob/ViewDetails/759318800,TRANSPORTATION ASSISTANT (PASSENGER),Transportation Clerk And Assistant,Air Mobility Command,GS,2023-11-06T00:00:00.0000,2023-11-30T23:59:59.9970,"McGuire AFB, New Jersey",https://www.usajobs.gov:443/GetJob/ViewDetails/759318800?PostingChannelID=,"In order to qualify, you must meet the specialized experience requirements described in the Office of Personnel Management (OPM) Qualification Standards for General Schedule Positions, Clerical and Administrative Support Positions, Transportation Clerk and Assistant Series, 2102. SPECIALIZED EXPERIENCE: Applicants must have at least one (1) year of specialized experience at the next lower grade GS-06, or equivalent in other pay systems. Examples of specialized experience includes knowledge of an extensive body of transportation rules, procedures, or operations governing entitlements and documentation requirements for domestic or foreign travel to perform a wide variety of interrelated or nonstandard procedural assignments and resolve a wide range of problems pertaining to official government travel. Knowledge of extensive and diverse regulations governing a wide variety of types of passenger travel to make arrangements, provide advice, or perform other work that requires authoritative procedural knowledge of various different travel policies or laws. Knowledge of transportation instructions and regulations that relate to the movement of personnel using a wide range of different methods of travel. Knowledge of quality assurance procedures to oversee the government official contractor and to develop the Quality Assurance Surveillance Plan and ensure all statement of work items are provided as required by the contract. Knowledge of transportation instructions and regulations that relate to quality control of a commercial travel office contract. Thorough knowledge of passenger air tariffs, rates, routes, and Air Force directives governing official travel of DoD personnel is used to obtain reservations for domestic and foreign travel by military and/or commercial air or surface travel. FEDERAL TIME-IN-GRADE (TIG) REQUIREMENT FOR GENERAL SCHEDULE (GS) POSITIONS: Merit promotion applicants must meet applicable time-in-grade requirements to be considered eligible. One year at the GS-06 level is required to meet the time-in-grade requirements for the GS-07 level. TIG applies if you are in a current GS position or held a GS position within the previous 52 weeks. NOTE: Applicants applying as VEOA candidates who are current GS civil service employees or are prior GS civil service employees within the past 52 weeks must also meet time-in-grade requirements. KNOWLEDGE, SKILLS AND ABILITIES (KSAs): Your qualifications will be evaluated on the basis of your level of knowledge, skills, abilities and/or competencies in the following areas: 1. Knowledge of an extensive body of transportation regulations, methods, and practices to perform a wide variety of travel assignments and resolve conflicts and problems. 2. Knowledge of transportation entitlements and documentation requirements for foreign and domestic relocation travel for DoD military/civilian personnel and their dependents in accordance with the Joint Travel Regulation and Joint Federal Travel Regulation. 3. Knowledge of a variety of types of passenger travel to arrange commercial, government owned, or contracted domestic and foreign travel. 4. Knowledge of contract quality assurance procedures and enforcement. 5. Knowledge of passenger service center protocols and procedures. 6. Ability to represent the organization in a professional manner. PART-TIME OR UNPAID EXPERIENCE: Credit will be given for appropriate unpaid and or part-time work. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week. VOLUNTEER WORK EXPERIENCE: Refers to paid and unpaid experience, including volunteer work done through National Service Programs (i.e., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student and social). Volunteer work helps build critical competencies, knowledge and skills that can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.",,,2023-11-06T00:00:00.0000,5N-AFPC-12198802-213171-KH,2023-11-30T23:59:59.9970
839,Dynamic Teaser,Department of the Army,https://www.usajobs.gov:443/GetJob/ViewDetails/759319600,TITLE 32 MATERIALS HANDLER (MI CAMP GRAYLING),Materials Handler,Army National Guard Units,WG,2023-11-07T00:00:00.0000,2023-11-28T23:59:59.9970,"Grayling, Michigan",https://www.usajobs.gov:443/GetJob/ViewDetails/759319600?PostingChannelID=,"In your resume you will need to address the general and specialized experience listed below. Please use as much detail as needed, giving dates (months and years) of the experience, position title and how the experience was gained. This information is needed to determine if you are qualified for the position. Military Grades: E1 - E7 SPECIALIZED EXPERIENCE: Minimum Time Required: 9 Months Experience or training in receiving, packaging, and preparation for shipment. Experience in compiling reports, overall warehouse planning, documentation requirements, and accepted warehousing methods, procedures, and techniques. Experience in setting up and rotating storage locations considering factors such as life expectancy, available space, product turnover, etc.",,,2023-11-07T00:00:00.0000,MI-12165615-AR-23-414,2023-11-28T23:59:59.9970
840,Dynamic Teaser,Other Agencies and Independent Organizations,https://www.usajobs.gov:443/GetJob/ViewDetails/759320000,Cyber Targeter,Intelligence,Central Intelligence Agency,GS,2023-10-01T00:00:00.0000,2024-09-30T23:59:59.9970,"Washington DC, District of Columbia",https://www.usajobs.gov:443/GetJob/ViewDetails/759320000?PostingChannelID=,"Minimum Qualifications And/or at least (5) years of professional experience working across one or more of the following technical and/or analytic disciplines: Computer/Digital Forensics Cyber Security Internet/Web Technology Information Science/Systems Network Security & Engineering Social Network Analysis Emerging Technologies Data Analytics Strong critical thinking skills; advanced research skills; excellent analytic abilities Works well independently and in a team environment Inquisitive and investigative Action-oriented and results-driven Ability to successfully navigate the Internet and mobile environment Ability to meet the minimum requirements for joining CIA, including U.S. citizenship and a background investigation Desired Qualifications Previous Intelligence Community experience Advanced STEM degree, preferably in one of the previously identified fields/disciplines Foreign language skills for qualifying languages on the Foreign Language Hiring Priority List Experience with programming and algorithmic techniques",,,2023-10-01T00:00:00.0000,24-12198861-7204/DIHD,2024-09-30T23:59:59.9970
841,Dynamic Teaser,Other Agencies and Independent Organizations,https://www.usajobs.gov:443/GetJob/ViewDetails/759320500,Internal Communications Officer,Public Affairs,Office of the Director of National Intelligence,GS,2023-11-07T00:00:00.0000,2023-11-28T23:59:59.9970,"McLean, Virginia",https://www.usajobs.gov:443/GetJob/ViewDetails/759320500?PostingChannelID=,"Mandatory Requirements: The ability to design and implement innovative communications strategies for IC initiatives and programs. Communication skills, both written and oral, including demonstrated ability to produce concise and properly-edited products that clearly and logically convey complex information and ideas. Ability to listen to, clarify, and convey understanding of others' ideas, comments, and questions as well as the ability to integrate and build upon diverse opinions. Interpersonal skills and the ability to interact with a variety of audiences and convey information to a variety of audiences with different levels of comprehension of ODNI's mission, vision and goals. Thorough analytical and critical thinking skills, including the ability to think strategically, to identify needs and requirements, and to develop recommendations and solutions. Ability to manage small and large-scale projects that contribute to a larger strategic communications plan. Ability to manage competing priorities under strict deadlines while maintaining a high level of attention to detail; ability to work effectively with ODNI's senior leaders in a high profile and demanding office. Thorough knowledge of the ODNI, IC, Congress, and the overall national security apparatus. Desired Requirements: Experience as a print journalist; experience writing and editing using the Associated Press Style Guide. Experience with writing for the web such as social media, blogging and the use of content management systems including WordPress, and SharePoint.",,,2023-11-07T00:00:00.0000,24-12178236-DNI/SC/ICG,2023-11-28T23:59:59.9970
842,Dynamic Teaser,Department of Veterans Affairs,https://www.usajobs.gov:443/GetJob/ViewDetails/759320800,Housekeeping Aid,Custodial Working,Veterans Health Administration,WG,2023-11-06T00:00:00.0000,2024-02-01T23:59:59.9970,"San Diego, California",https://www.usajobs.gov:443/GetJob/ViewDetails/759320800?PostingChannelID=,"To qualify for this position, applicants must meet all requirements by the closing date of this announcement. EXPERIENCE: A specific length of training and experience is not required, but you must show evidence of training or experience of sufficient scope and quality of your ability to do the work of this position. Evidence which demonstrates you possess the knowledge, skills, and ability to perform the duties of this position must be supported by detailed descriptions of such on your resume. Applicants will be rated in accordance with the OPM Federal Wage System Qualification Standards. SCREEN-OUT ELEMENT: Your qualifications will first be evaluated against the prescribed screen out element, which usually appears as question 1 in the on-line questionnaire. Those applicants who appear to possess at least the minimal acceptable qualification requirement are considered for further rating; those who do not are rated ineligible and are eliminated. The potential eligibles are then rated against the remainder of the Job Elements: Ability to Do the Work of the Position without More Than Normal Supervision Dexterity and Safety Follow Directions Handle Weights and Loads Reliability And Dependability Special Aptitude - Housekeeping Work Work Practices Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Note: A full year of work is considered to be 35-40 hours of work per week. Part-time experience will be credited on the basis of time actually spent in appropriate activities. Applicants wishing to receive credit for such experience must indicate clearly the nature of their duties and responsibilities in each position and the number of hours a week spent in such employment.",,,2023-11-06T00:00:00.0000,CBSX-12191678-24-SJ,2024-02-01T23:59:59.9970
843,Dynamic Teaser,Department of Health and Human Services,https://www.usajobs.gov:443/GetJob/ViewDetails/759321000,Contract Officer Representative,Miscellaneous Administration And Program,Indian Health Service,GS,2023-11-06T00:00:00.0000,2023-12-31T23:59:59.9970,"Bemidji, Minnesota",https://www.usajobs.gov:443/GetJob/ViewDetails/759321000?PostingChannelID=,"OPEN UNTIL FILLED: You must meet the requirements of the job by 11:59 pm (Eastern Standard Time) of the cut-off date(s) as indicated below: The first Cut-off date for receipt/referral of applications to be considered for available vacant positions will be November 17, 2023, and every Tuesday thereafter. Your resume and any documents submitted will be retained for three months and may be used at any time during this period. After 8 months, you must reapply to this announcement in order to be considered. To qualify for this position, your resume must state sufficient experience and/or education, to perform the duties of the specific position for which you are applying. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; social). You will receive credit for all qualifying experience, including volunteer and part time experience. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week. MINIMUM REQUIREMENT(S): GS-12: 1 year of specialized experience equivalent to at least the GS-11 grade level. Specialized Experience Defined: Perform sealed bid and negotiated acquisition procedures; cost and price analysis sufficient to review contract proposals and bids; and a wide range of contract types and complexities (such as various fixed-price, cost reimbursement, Indefinite Delivery Indefinite Quality, fixed fee or other cost type contracts, price changes, source selection, determination of competitive range, and negotiations with a competitive range) to plan and carry out the procurement and recommend award. AND Selective Placement Factor: Must possess an active Defense Acquisition Workforce Improvement Act (DAWIA) Certification in Contracting at Level II, or a Federal Acquisition Certification-Contracting Officer's Representative (FAC-COR II).",,,2023-11-06T00:00:00.0000,IHS-24-BJ-12197214-DE,2023-12-31T23:59:59.9970
844,Dynamic Teaser,Other Agencies and Independent Organizations,https://www.usajobs.gov:443/GetJob/ViewDetails/759321500,Internal Communications Officer,Public Affairs,Office of the Director of National Intelligence,GS,2023-11-07T00:00:00.0000,2023-11-28T23:59:59.9970,"McLean, Virginia",https://www.usajobs.gov:443/GetJob/ViewDetails/759321500?PostingChannelID=,"Mandatory Requirements: The ability to design and implement innovative communications strategies for IC initiatives and programs. Communication skills, both written and oral, including demonstrated ability to produce concise and properly-edited products that clearly and logically convey complex information and ideas. Ability to listen to, clarify, and convey understanding of others' ideas, comments, and questions as well as the ability to integrate and build upon diverse opinions. Interpersonal skills and the ability to interact with a variety of audiences and convey information to a variety of audiences with different levels of comprehension of ODNI's mission, vision and goals. Thorough analytical and critical thinking skills, including the ability to think strategically, to identify needs and requirements, and to develop recommendations and solutions. Ability to manage small and large-scale projects that contribute to a larger strategic communications plan. Ability to manage competing priorities under strict deadlines while maintaining a high level of attention to detail; ability to work effectively with ODNI's senior leaders in a high profile and demanding office. Thorough knowledge of the ODNI, IC, Congress, and the overall national security apparatus. Desired Requirements: Experience as a print journalist; experience writing and editing using the Associated Press Style Guide. Experience with writing for the web such as social media, blogging and the use of content management systems including WordPress, and Sharepoint.",,,2023-11-07T00:00:00.0000,24-12178237-DNI/SC/ICG,2023-11-28T23:59:59.9970
845,Dynamic Teaser,Department of Veterans Affairs,https://www.usajobs.gov:443/GetJob/ViewDetails/759322200,Health Technician (Telehealth Clinical) (Advanced),Health Aid And Technician,Veterans Health Administration,GS,2023-11-07T00:00:00.0000,2023-11-29T23:59:59.9970,"Tomball, Texas",https://www.usajobs.gov:443/GetJob/ViewDetails/759322200?PostingChannelID=,"Applicants pending the completion of educational or certification/licensure requirements may be referred and tentatively selected but may not be hired until all requirements are met. Basic Requirements: United States Citizenship: Non-citizens may only be appointed when it is not possible to recruit qualified citizens in accordance with VA Policy. English Language Proficiency: A candidate will not be appointed under authority of 38 U.S.C. chapters 73 or 74, to serve in a direct patient-care capacity in VHA who is not proficient in written and spoken English. Certification: None. May qualify based on being covered by the Grandfathering Provision as described in the VA Qualification Standard for this occupation (only applicable to current VHA employees who are in this occupation and meet the criteria). Experience and Education: Experience. One year of experience in a health care field that demonstrates the applicant's ability to perform the work or provides an understanding of the work such as but not limited to a medical or clinical assistant (or technician) or health technician. OR Education. Four academic years above high school leading to a bachelor's degree with courses related to the occupation. OR Experience/Education Combination. Equivalent combination of experience and education are qualifying for entry level for which both education and experience are acceptable. Examples are listed below: (a) Six months of experience in the health care field and two years of education above high school that included at least six semester hours in health care related courses such as, biological science, surgical technician courses, nursing assistant or other courses related to the position; or an associate's degree in a health care related field. (b) Six months of experience in the health care field and successful completion of a course for health care technicians, hospital corpsmen, or medical service specialists given by the U.S. Armed Forces. Health Technician (Telehealth Clinical) (Advanced) Experience. One year of experience equivalent to the next lower grade level (GS-06). Examples of creditable experience at the GS-06 grade level include, but are not limited to, screening patients for Telehealth modality and referring patients that do not meet established criteria to appropriate care. Communicates effectively with administrative and professional staff, and obtains assistance for issues that may arise or backlogs that cannot be resolved in a timely manner. Performs imaging duties in accordance with VHA National Telehealth guidelines such as: capture and transmission of clinical images and/or data, obtains consent as necessary, generates consults according to established procedures for each telehealth specialty, transmits images or clinical data to the electronic medical record, provides patient education regarding general anatomy, disease processes and prevention as appropriate, and takes appropriate action based on the providers' findings and recommendations. Facilitates real-time Telehealth encounters by providing hands on assistance and reporting clinical observations under the direction of a Licensed Independent Practitioner or Clinical Specialist. Schedules, confirms and coordinates Telehealth services between internal and external VA and non-VA sites. Analyzes own workflow to determine potential problem areas and recommends corrective action to improve coordination between various units/facilities. Maintains regular contact with the Facility Telehealth Coordinator to work out process issues, equipment needs, problems, data collection and any other logistical issues. Conducts routine inventories and consistently tracks location/status of Telehealth technology located at assigned site. Communicates with National Telehealth Technology Help Desk to facilitate troubleshooting, repair, and coordination of replacement equipment as necessary. Grade Determinations: Demonstrated Knowledge, Skills, and Abilities. In addition to the experience above, the candidate must demonstrate all of the following KSAs. (a) Ability to use independent technical judgment to analyze, evaluate and resolve problems. (b) Knowledge of quality control and assurance procedures and principles of performance improvement. (c) Ability to function effectively between competing priorities. (d) Knowledge of proper maintenance and troubleshooting of telehealth equipment. (e) Ability to work with a team to provide technical guidance, plan, organize and coordinate activities of a health technician in order to effectively complete job duties of assignment such as distributing workload, monitoring the status and progress of work, monitoring accuracy of work. (f) Ability to assist in Health Technician (Telehealth Clinical) development, outcome management and strategic planning. (g) Ability to perform successful knowledge transfer regarding the use of telehealth technologies. Assignment: At the Advanced Health Technician (Telehealth Clinical) level, the incumbent will monitor and capture workload credit, develop reporting procedures and participate in performance improvement activities aimed at improving patient care access and Telehealth processes. This would include; sampling techniques, taking measurements at various points in the telehealth process; and develop and provide reporting procedures that identifies and analyzes inherent weaknesses in work and telehealth procedures. The incumbent will coordinate and work with Biomed and IT staff for the installation and upgrade of hardware and software for all telehealth technologies; will be responsible for advanced telehealth technical support to patients, staff and providers; provides technical consultation and support for staff and patients via phone, web chat, social media and face to face sessions; provides instruction, training and resources on the use of advanced telehealth technologies to patients, staff and providers alike for the delivery of care using telehealth technologies. For all assignments above the full performance level, the higher level duties must consist of significant scope, complexity (difficulty) and range of variety and be performed by the incumbent at least 25% of the time. Preferred Experience: One year of telehealth experience. References: VA Handbook 5005/149, Part II Appendix G50. The full performance level of this vacancy is GS-7. The actual grade at which an applicant may be selected for this vacancy is in the range of GS-7. Physical Requirements: Physical requirements include but not limited to moderate lifting, 15-44lbs, moderate carrying, 15-44lbs, reaching above shoulders, walking and standing.",,,2023-11-07T00:00:00.0000,CBCT-12166795-24-MW,2023-11-29T23:59:59.9970
846,Dynamic Teaser,Department of Defense,https://www.usajobs.gov:443/GetJob/ViewDetails/759322300,Supervisory Vulnerability Assessment Specialist,Miscellaneous Administration And Program,Defense Threat Reduction Agency,GS,2023-11-06T00:00:00.0000,2023-12-04T23:59:59.9970,"Fort Belvoir, Virginia",https://www.usajobs.gov:443/GetJob/ViewDetails/759322300?PostingChannelID=,"You may qualify at the GS-15, if you fulfill the following qualifications: A. One year of specialized experience equivalent to the GS-14 grade level in the Federal service: Extensive experience providing leadership and program management; leading complex teams and programs. Experience should include overseeing large programs to include resource allocation, task prioritization, risk evaluation, and balancing multiple complex tasks concurrently; and Extensive experience in Mission Assurance, including but not limited to Vulnerability Assessments or Red Team Missions including Cyber, Physical, and/or Analytical assessments, and/or Strategic Trend Analysis of Vulnerabilities, integrating the results of multiple assessments; and Extensive experience working at or with and coordinating programs/projects across multiple organizations at the level of Office the of the Secretary of Defense (OSD), Joint Staff (JS), Combatant Commands (COCOMs) and or Interagency coordination; and Extensive experience providing/presenting oral and written briefings and products; examples may include extensive experience relaying and defending complex concepts and procedures and/or decision briefings and/or memos to senior leaders at the General Officer, Flag Officer, Senior Executive Service (GO/FO/SES) level; and Extensive experience communicating organizational guidance and requirements to subordinate leaders and teams; and Experience in managing and/or supervising federal civilian and military employees as well as overseeing work executed by a contractor workforce; and Ideal candidates may, but are not required to, have professional training and experience in one or more of the following disciplines: civil engineering, mechanical engineering, cyber operations and networking, security operations, emergency management, and risk and vulnerability management. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.",,,2023-11-06T00:00:00.0000,DTRA-24-12184799-MP,2023-12-04T23:59:59.9970
847,Dynamic Teaser,Department of the Interior,https://www.usajobs.gov:443/GetJob/ViewDetails/759322600,Project Manager (Fuels),Miscellaneous Administration And Program,Bureau of Land Management,GS,2023-11-06T00:00:00.0000,2023-12-04T23:59:59.9970,Multiple Locations,https://www.usajobs.gov:443/GetJob/ViewDetails/759322600?PostingChannelID=,"Specialized Experience In order to be rated as qualified for this position, we must be able to determine that you meet the qualification requirements - please be sure to include this information in your resume. No assumptions will be made about your experience. To qualify for the GS-12 grade level: You must possess one (1) full year of specialized experience at or equivalent to the GS-11 level that is equivalent in difficulty and complexity as indicated by the following examples: Leading or co-leading interdisciplinary teams through completing NEPA (National Environmental Policy Act) analysis and documentation for natural resources or fire/fuels-related projects on Federal Land; managing grants and/or cooperative agreements (such as Good Neighbor Authority) for forestry, vegetation, watershed, and/or fire/fuels reduction projects; establishing and maintaining relationships with stakeholders, and federal, state, and local agencies to navigate complex and controversial projects; experience with wildland fire management and/or fire trespass programs is preferred. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. You must meet all qualification requirements within 30 days of the closing date of the announcement. Federal employees in the competitive service are also subject to the Time-In-Grade requirement in accordance with 5 CFR 300.604. If you are a current Federal employee in the General Schedule (GS) pay plan and applying for a promotion opportunity, you must have completed a minimum of 52 weeks at the next lower grade level. Physical Demands: The job involves prolonged hours of sitting at a desk and working on a computer in an office environment. Standing and hiking in adverse climate may be required for fieldwork. Work Environment: The work environment varies from an office setting where you are in contact with work associates to a field setting where you are working alone or in a group, in remote and adverse situations. You will adhere to all safety rules and regulations and the designated Safety Officer.",,,2023-11-06T00:00:00.0000,CAMP-23-12126122-SC,2023-12-04T23:59:59.9970
